Date,Currency,Exchange
7/8/2015,GBP,0.65
7/9/2015,USD,1.00
7/9/2015,CAD,1.27
7/9/2015,AUD,1.34
7/9/2015,EUR,0.90
7/9/2015,GBP,0.65
7/10/2015,USD,1.00
7/10/2015,CAD,1.27
7/10/2015,AUD,1.34
7/10/2015,EUR,0.89
7/10/2015,GBP,0.64
7/11/2015,USD,1.00
7/11/2015,CAD,1.27
7/11/2015,AUD,1.34
7/11/2015,EUR,0.89
7/11/2015,GBP,0.64
7/12/2015,USD,1.00
7/12/2015,CAD,1.27
7/12/2015,AUD,1.34
7/12/2015,EUR,0.89
7/12/2015,GBP,0.64
7/13/2015,USD,1.00
7/13/2015,CAD,1.27
7/13/2015,AUD,1.35
7/13/2015,EUR,0.91
7/13/2015,GBP,0.64
7/14/2015,USD,1.00
7/14/2015,CAD,1.28
7/14/2015,AUD,1.34
7/14/2015,EUR,0.91
7/14/2015,GBP,0.64
7/15/2015,USD,1.00
7/15/2015,CAD,1.27
7/15/2015,AUD,1.34
7/15/2015,EUR,0.91
7/15/2015,GBP,0.64
7/16/2015,USD,1.00
7/16/2015,CAD,1.29
7/16/2015,AUD,1.35
7/16/2015,EUR,0.92
7/16/2015,GBP,0.64
7/17/2015,USD,1.00
7/17/2015,CAD,1.30
7/17/2015,AUD,1.35
7/17/2015,EUR,0.92
7/17/2015,GBP,0.64
7/18/2015,USD,1.00
7/18/2015,CAD,1.30
7/18/2015,AUD,1.35
7/18/2015,EUR,0.92
7/18/2015,GBP,0.64
7/19/2015,USD,1.00
7/19/2015,CAD,1.30
7/19/2015,AUD,1.35
7/19/2015,EUR,0.92
7/19/2015,GBP,0.64
7/20/2015,USD,1.00
7/20/2015,CAD,1.30
7/20/2015,AUD,1.35
7/20/2015,EUR,0.92
7/20/2015,GBP,0.64
7/21/2015,USD,1.00
7/21/2015,CAD,1.30
7/21/2015,AUD,1.36
7/21/2015,EUR,0.92
7/21/2015,GBP,0.64
7/22/2015,USD,1.00
7/22/2015,CAD,1.30
7/22/2015,AUD,1.35
7/22/2015,EUR,0.92
7/22/2015,GBP,0.64
7/23/2015,USD,1.00
7/23/2015,CAD,1.30
7/23/2015,AUD,1.35
7/23/2015,EUR,0.91
7/23/2015,GBP,0.64
7/24/2015,USD,1.00
7/24/2015,CAD,1.31
7/24/2015,AUD,1.38
7/24/2015,EUR,0.91
7/24/2015,GBP,0.65
7/25/2015,USD,1.00
7/25/2015,CAD,1.31
7/25/2015,AUD,1.38
7/25/2015,EUR,0.91
7/25/2015,GBP,0.65
7/26/2015,USD,1.00
7/26/2015,CAD,1.31
7/26/2015,AUD,1.38
7/26/2015,EUR,0.91
7/26/2015,GBP,0.65
7/27/2015,USD,1.00
7/27/2015,CAD,1.30
7/27/2015,AUD,1.37
7/27/2015,EUR,0.90
7/27/2015,GBP,0.64
7/28/2015,USD,1.00
7/28/2015,CAD,1.30
7/28/2015,AUD,1.37
7/28/2015,EUR,0.91
7/28/2015,GBP,0.64
7/29/2015,USD,1.00
7/29/2015,CAD,1.30
7/29/2015,AUD,1.37
7/29/2015,EUR,0.91
7/29/2015,GBP,0.64
7/30/2015,USD,1.00
7/30/2015,CAD,1.30
7/30/2015,AUD,1.38
7/30/2015,EUR,0.91
7/30/2015,GBP,0.64
7/31/2015,USD,1.00
7/31/2015,CAD,1.30
7/31/2015,AUD,1.38
7/31/2015,EUR,0.91
7/31/2015,GBP,0.64
8/1/2015,USD,1.00
8/1/2015,CAD,1.30
8/1/2015,AUD,1.38
8/1/2015,EUR,0.91
8/1/2015,GBP,0.64
8/2/2015,USD,1.00
8/2/2015,CAD,1.30
8/2/2015,AUD,1.38
8/2/2015,EUR,0.91
8/2/2015,GBP,0.64
8/3/2015,USD,1.00
8/3/2015,CAD,1.32
8/3/2015,AUD,1.38
8/3/2015,EUR,0.91
8/3/2015,GBP,0.64
8/4/2015,USD,1.00
8/4/2015,CAD,1.31
8/4/2015,AUD,1.35
8/4/2015,EUR,0.91
8/4/2015,GBP,0.64
8/5/2015,USD,1.00
8/5/2015,CAD,1.32
8/5/2015,AUD,1.36
8/5/2015,EUR,0.92
8/5/2015,GBP,0.64
8/6/2015,USD,1.00
8/6/2015,CAD,1.32
8/6/2015,AUD,1.36
8/6/2015,EUR,0.92
8/6/2015,GBP,0.64
8/7/2015,USD,1.00
8/7/2015,CAD,1.31
8/7/2015,AUD,1.35
8/7/2015,EUR,0.91
8/7/2015,GBP,0.64
8/8/2015,USD,1.00
8/8/2015,CAD,1.31
8/8/2015,AUD,1.35
8/8/2015,EUR,0.91
8/8/2015,GBP,0.64
8/9/2015,USD,1.00
8/9/2015,CAD,1.31
8/9/2015,AUD,1.35
8/9/2015,EUR,0.91
8/9/2015,GBP,0.64
8/10/2015,USD,1.00
8/10/2015,CAD,1.31
8/10/2015,AUD,1.36
8/10/2015,EUR,0.91
8/10/2015,GBP,0.65
8/11/2015,USD,1.00
8/11/2015,CAD,1.31
8/11/2015,AUD,1.37
8/11/2015,EUR,0.90
8/11/2015,GBP,0.64
8/12/2015,USD,1.00
8/12/2015,CAD,1.30
8/12/2015,AUD,1.36
8/12/2015,EUR,0.90
8/12/2015,GBP,0.64
8/13/2015,USD,1.00
8/13/2015,CAD,1.30
8/13/2015,AUD,1.36
8/13/2015,EUR,0.90
8/13/2015,GBP,0.64
8/14/2015,USD,1.00
8/14/2015,CAD,1.30
8/14/2015,AUD,1.35
8/14/2015,EUR,0.90
8/14/2015,GBP,0.64
8/15/2015,USD,1.00
8/15/2015,CAD,1.30
8/15/2015,AUD,1.35
8/15/2015,EUR,0.90
8/15/2015,GBP,0.64
8/16/2015,USD,1.00
8/16/2015,CAD,1.30
8/16/2015,AUD,1.35
8/16/2015,EUR,0.90
8/16/2015,GBP,0.64
8/17/2015,USD,1.00
8/17/2015,CAD,1.31
8/17/2015,AUD,1.36
8/17/2015,EUR,0.90
8/17/2015,GBP,0.64
8/18/2015,USD,1.00
8/18/2015,CAD,1.31
8/18/2015,AUD,1.36
8/18/2015,EUR,0.90
8/18/2015,GBP,0.64
8/19/2015,USD,1.00
8/19/2015,CAD,1.31
8/19/2015,AUD,1.36
8/19/2015,EUR,0.91
8/19/2015,GBP,0.64
8/20/2015,USD,1.00
8/20/2015,CAD,1.31
8/20/2015,AUD,1.37
8/20/2015,EUR,0.89
8/20/2015,GBP,0.64
8/21/2015,USD,1.00
8/21/2015,CAD,1.31
8/21/2015,AUD,1.36
8/21/2015,EUR,0.89
8/21/2015,GBP,0.64
8/22/2015,USD,1.00
8/22/2015,CAD,1.31
8/22/2015,AUD,1.36
8/22/2015,EUR,0.89
8/22/2015,GBP,0.64
8/23/2015,USD,1.00
8/23/2015,CAD,1.31
8/23/2015,AUD,1.36
8/23/2015,EUR,0.89
8/23/2015,GBP,0.64
8/24/2015,USD,1.00
8/24/2015,CAD,1.33
8/24/2015,AUD,1.38
8/24/2015,EUR,0.87
8/24/2015,GBP,0.64
8/25/2015,USD,1.00
8/25/2015,CAD,1.32
8/25/2015,AUD,1.39
8/25/2015,EUR,0.87
8/25/2015,GBP,0.63
8/26/2015,USD,1.00
8/26/2015,CAD,1.33
8/26/2015,AUD,1.40
8/26/2015,EUR,0.88
8/26/2015,GBP,0.64
8/27/2015,USD,1.00
8/27/2015,CAD,1.32
8/27/2015,AUD,1.40
8/27/2015,EUR,0.89
8/27/2015,GBP,0.65
8/28/2015,USD,1.00
8/28/2015,CAD,1.33
8/28/2015,AUD,1.40
8/28/2015,EUR,0.89
8/28/2015,GBP,0.65
8/29/2015,USD,1.00
8/29/2015,CAD,1.33
8/29/2015,AUD,1.40
8/29/2015,EUR,0.89
8/29/2015,GBP,0.65
8/30/2015,USD,1.00
8/30/2015,CAD,1.33
8/30/2015,AUD,1.40
8/30/2015,EUR,0.89
8/30/2015,GBP,0.65
8/31/2015,USD,1.00
8/31/2015,CAD,1.33
8/31/2015,AUD,1.40
8/31/2015,EUR,0.89
8/31/2015,GBP,0.65
9/1/2015,USD,1.00
9/1/2015,CAD,1.32
9/1/2015,AUD,1.42
9/1/2015,EUR,0.89
9/1/2015,GBP,0.65
9/2/2015,USD,1.00
9/2/2015,CAD,1.33
9/2/2015,AUD,1.43
9/2/2015,EUR,0.89
9/2/2015,GBP,0.65
9/3/2015,USD,1.00
9/3/2015,CAD,1.33
9/3/2015,AUD,1.43
9/3/2015,EUR,0.89
9/3/2015,GBP,0.65
9/4/2015,USD,1.00
9/4/2015,CAD,1.32
9/4/2015,AUD,1.43
9/4/2015,EUR,0.90
9/4/2015,GBP,0.66
9/5/2015,USD,1.00
9/5/2015,CAD,1.32
9/5/2015,AUD,1.43
9/5/2015,EUR,0.90
9/5/2015,GBP,0.66
9/6/2015,USD,1.00
9/6/2015,CAD,1.32
9/6/2015,AUD,1.43
9/6/2015,EUR,0.90
9/6/2015,GBP,0.66
9/7/2015,USD,1.00
9/7/2015,CAD,1.33
9/7/2015,AUD,1.44
9/7/2015,EUR,0.90
9/7/2015,GBP,0.66
9/8/2015,USD,1.00
9/8/2015,CAD,1.32
9/8/2015,AUD,1.43
9/8/2015,EUR,0.90
9/8/2015,GBP,0.65
9/9/2015,USD,1.00
9/9/2015,CAD,1.32
9/9/2015,AUD,1.42
9/9/2015,EUR,0.90
9/9/2015,GBP,0.65
9/10/2015,USD,1.00
9/10/2015,CAD,1.33
9/10/2015,AUD,1.42
9/10/2015,EUR,0.89
9/10/2015,GBP,0.65
9/11/2015,USD,1.00
9/11/2015,CAD,1.33
9/11/2015,AUD,1.42
9/11/2015,EUR,0.89
9/11/2015,GBP,0.65
9/12/2015,USD,1.00
9/12/2015,CAD,1.33
9/12/2015,AUD,1.42
9/12/2015,EUR,0.89
9/12/2015,GBP,0.65
9/13/2015,USD,1.00
9/13/2015,CAD,1.33
9/13/2015,AUD,1.42
9/13/2015,EUR,0.89
9/13/2015,GBP,0.65
9/14/2015,USD,1.00
9/14/2015,CAD,1.33
9/14/2015,AUD,1.40
9/14/2015,EUR,0.88
9/14/2015,GBP,0.65
9/15/2015,USD,1.00
9/15/2015,CAD,1.32
9/15/2015,AUD,1.40
9/15/2015,EUR,0.88
9/15/2015,GBP,0.65
9/16/2015,USD,1.00
9/16/2015,CAD,1.33
9/16/2015,AUD,1.40
9/16/2015,EUR,0.89
9/16/2015,GBP,0.65
9/17/2015,USD,1.00
9/17/2015,CAD,1.32
9/17/2015,AUD,1.39
9/17/2015,EUR,0.88
9/17/2015,GBP,0.64
9/18/2015,USD,1.00
9/18/2015,CAD,1.30
9/18/2015,AUD,1.38
9/18/2015,EUR,0.88
9/18/2015,GBP,0.64
9/19/2015,USD,1.00
9/19/2015,CAD,1.30
9/19/2015,AUD,1.38
9/19/2015,EUR,0.88
9/19/2015,GBP,0.64
9/20/2015,USD,1.00
9/20/2015,CAD,1.30
9/20/2015,AUD,1.38
9/20/2015,EUR,0.88
9/20/2015,GBP,0.64
9/21/2015,USD,1.00
9/21/2015,CAD,1.32
9/21/2015,AUD,1.39
9/21/2015,EUR,0.89
9/21/2015,GBP,0.64
9/22/2015,USD,1.00
9/22/2015,CAD,1.33
9/22/2015,AUD,1.41
9/22/2015,EUR,0.90
9/22/2015,GBP,0.65
9/23/2015,USD,1.00
9/23/2015,CAD,1.33
9/23/2015,AUD,1.42
9/23/2015,EUR,0.90
9/23/2015,GBP,0.65
9/24/2015,USD,1.00
9/24/2015,CAD,1.34
9/24/2015,AUD,1.44
9/24/2015,EUR,0.89
9/24/2015,GBP,0.66
9/25/2015,USD,1.00
9/25/2015,CAD,1.33
9/25/2015,AUD,1.43
9/25/2015,EUR,0.90
9/25/2015,GBP,0.66
9/26/2015,USD,1.00
9/26/2015,CAD,1.33
9/26/2015,AUD,1.43
9/26/2015,EUR,0.90
9/26/2015,GBP,0.66
9/27/2015,USD,1.00
9/27/2015,CAD,1.33
9/27/2015,AUD,1.43
9/27/2015,EUR,0.90
9/27/2015,GBP,0.66
9/28/2015,USD,1.00
9/28/2015,CAD,1.34
9/28/2015,AUD,1.43
9/28/2015,EUR,0.90
9/28/2015,GBP,0.66
9/29/2015,USD,1.00
9/29/2015,CAD,1.34
9/29/2015,AUD,1.43
9/29/2015,EUR,0.89
9/29/2015,GBP,0.66
9/30/2015,USD,1.00
9/30/2015,CAD,1.34
9/30/2015,AUD,1.42
9/30/2015,EUR,0.89
9/30/2015,GBP,0.66
10/1/2015,USD,1.00
10/1/2015,CAD,1.33
10/1/2015,AUD,1.41
10/1/2015,EUR,0.90
10/1/2015,GBP,0.66
10/2/2015,USD,1.00
10/2/2015,CAD,1.32
10/2/2015,AUD,1.42
10/2/2015,EUR,0.90
10/2/2015,GBP,0.66
10/3/2015,USD,1.00
10/3/2015,CAD,1.32
10/3/2015,AUD,1.42
10/3/2015,EUR,0.90
10/3/2015,GBP,0.66
10/4/2015,USD,1.00
10/4/2015,CAD,1.32
10/4/2015,AUD,1.42
10/4/2015,EUR,0.90
10/4/2015,GBP,0.66
10/5/2015,USD,1.00
10/5/2015,CAD,1.31
10/5/2015,AUD,1.41
10/5/2015,EUR,0.89
10/5/2015,GBP,0.66
10/6/2015,USD,1.00
10/6/2015,CAD,1.31
10/6/2015,AUD,1.41
10/6/2015,EUR,0.89
10/6/2015,GBP,0.66
10/7/2015,USD,1.00
10/7/2015,CAD,1.30
10/7/2015,AUD,1.38
10/7/2015,EUR,0.89
10/7/2015,GBP,0.65
10/8/2015,USD,1.00
10/8/2015,CAD,1.30
10/8/2015,AUD,1.39
10/8/2015,EUR,0.89
10/8/2015,GBP,0.65
10/9/2015,USD,1.00
10/9/2015,CAD,1.29
10/9/2015,AUD,1.36
10/9/2015,EUR,0.88
10/9/2015,GBP,0.65
10/10/2015,USD,1.00
10/10/2015,CAD,1.29
10/10/2015,AUD,1.36
10/10/2015,EUR,0.88
10/10/2015,GBP,0.65
10/11/2015,USD,1.00
10/11/2015,CAD,1.29
10/11/2015,AUD,1.36
10/11/2015,EUR,0.88
10/11/2015,GBP,0.65
10/12/2015,USD,1.00
10/12/2015,CAD,1.29
10/12/2015,AUD,1.36
10/12/2015,EUR,0.88
10/12/2015,GBP,0.65
10/13/2015,USD,1.00
10/13/2015,CAD,1.30
10/13/2015,AUD,1.37
10/13/2015,EUR,0.88
10/13/2015,GBP,0.66
10/14/2015,USD,1.00
10/14/2015,CAD,1.30
10/14/2015,AUD,1.38
10/14/2015,EUR,0.88
10/14/2015,GBP,0.65
10/15/2015,USD,1.00
10/15/2015,CAD,1.29
10/15/2015,AUD,1.36
10/15/2015,EUR,0.87
10/15/2015,GBP,0.65
10/16/2015,USD,1.00
10/16/2015,CAD,1.29
10/16/2015,AUD,1.38
10/16/2015,EUR,0.88
10/16/2015,GBP,0.65
10/17/2015,USD,1.00
10/17/2015,CAD,1.29
10/17/2015,AUD,1.38
10/17/2015,EUR,0.88
10/17/2015,GBP,0.65
10/18/2015,USD,1.00
10/18/2015,CAD,1.29
10/18/2015,AUD,1.38
10/18/2015,EUR,0.88
10/18/2015,GBP,0.65
10/19/2015,USD,1.00
10/19/2015,CAD,1.29
10/19/2015,AUD,1.37
10/19/2015,EUR,0.88
10/19/2015,GBP,0.65
10/20/2015,USD,1.00
10/20/2015,CAD,1.30
10/20/2015,AUD,1.37
10/20/2015,EUR,0.88
10/20/2015,GBP,0.65
10/21/2015,USD,1.00
10/21/2015,CAD,1.30
10/21/2015,AUD,1.38
10/21/2015,EUR,0.88
10/21/2015,GBP,0.65
10/22/2015,USD,1.00
10/22/2015,CAD,1.31
10/22/2015,AUD,1.39
10/22/2015,EUR,0.88
10/22/2015,GBP,0.65
10/23/2015,USD,1.00
10/23/2015,CAD,1.31
10/23/2015,AUD,1.38
10/23/2015,EUR,0.90
10/23/2015,GBP,0.65
10/24/2015,USD,1.00
10/24/2015,CAD,1.31
10/24/2015,AUD,1.38
10/24/2015,EUR,0.90
10/24/2015,GBP,0.65
10/25/2015,USD,1.00
10/25/2015,CAD,1.31
10/25/2015,AUD,1.38
10/25/2015,EUR,0.90
10/25/2015,GBP,0.65
10/26/2015,USD,1.00
10/26/2015,CAD,1.32
10/26/2015,AUD,1.38
10/26/2015,EUR,0.91
10/26/2015,GBP,0.65
10/27/2015,USD,1.00
10/27/2015,CAD,1.32
10/27/2015,AUD,1.38
10/27/2015,EUR,0.90
10/27/2015,GBP,0.65
10/28/2015,USD,1.00
10/28/2015,CAD,1.32
10/28/2015,AUD,1.40
10/28/2015,EUR,0.90
10/28/2015,GBP,0.65
10/29/2015,USD,1.00
10/29/2015,CAD,1.32
10/29/2015,AUD,1.41
10/29/2015,EUR,0.91
10/29/2015,GBP,0.66
10/30/2015,USD,1.00
10/30/2015,CAD,1.32
10/30/2015,AUD,1.41
10/30/2015,EUR,0.91
10/30/2015,GBP,0.65
10/31/2015,USD,1.00
10/31/2015,CAD,1.32
10/31/2015,AUD,1.41
10/31/2015,EUR,0.91
10/31/2015,GBP,0.65
11/1/2015,USD,1.00
11/1/2015,CAD,1.32
11/1/2015,AUD,1.41
11/1/2015,EUR,0.91
11/1/2015,GBP,0.65
11/2/2015,USD,1.00
11/2/2015,CAD,1.31
11/2/2015,AUD,1.40
11/2/2015,EUR,0.91
11/2/2015,GBP,0.65
11/3/2015,USD,1.00
11/3/2015,CAD,1.31
11/3/2015,AUD,1.39
11/3/2015,EUR,0.91
11/3/2015,GBP,0.65
11/4/2015,USD,1.00
11/4/2015,CAD,1.31
11/4/2015,AUD,1.39
11/4/2015,EUR,0.91
11/4/2015,GBP,0.65
11/5/2015,USD,1.00
11/5/2015,CAD,1.32
11/5/2015,AUD,1.40
11/5/2015,EUR,0.92
11/5/2015,GBP,0.65
11/6/2015,USD,1.00
11/6/2015,CAD,1.32
11/6/2015,AUD,1.40
11/6/2015,EUR,0.92
11/6/2015,GBP,0.66
11/7/2015,USD,1.00
11/7/2015,CAD,1.32
11/7/2015,AUD,1.40
11/7/2015,EUR,0.92
11/7/2015,GBP,0.66
11/8/2015,USD,1.00
11/8/2015,CAD,1.32
11/8/2015,AUD,1.40
11/8/2015,EUR,0.92
11/8/2015,GBP,0.66
11/9/2015,USD,1.00
11/9/2015,CAD,1.33
11/9/2015,AUD,1.42
11/9/2015,EUR,0.93
11/9/2015,GBP,0.66
11/10/2015,USD,1.00
11/10/2015,CAD,1.33
11/10/2015,AUD,1.42
11/10/2015,EUR,0.93
11/10/2015,GBP,0.66
11/11/2015,USD,1.00
11/11/2015,CAD,1.33
11/11/2015,AUD,1.42
11/11/2015,EUR,0.93
11/11/2015,GBP,0.66
11/12/2015,USD,1.00
11/12/2015,CAD,1.33
11/12/2015,AUD,1.41
11/12/2015,EUR,0.93
11/12/2015,GBP,0.66
11/13/2015,USD,1.00
11/13/2015,CAD,1.33
11/13/2015,AUD,1.40
11/13/2015,EUR,0.93
11/13/2015,GBP,0.66
11/14/2015,USD,1.00
11/14/2015,CAD,1.33
11/14/2015,AUD,1.40
11/14/2015,EUR,0.93
11/14/2015,GBP,0.66
11/15/2015,USD,1.00
11/15/2015,CAD,1.33
11/15/2015,AUD,1.40
11/15/2015,EUR,0.93
11/15/2015,GBP,0.66
11/16/2015,USD,1.00
11/16/2015,CAD,1.33
11/16/2015,AUD,1.41
11/16/2015,EUR,0.93
11/16/2015,GBP,0.66
11/17/2015,USD,1.00
11/17/2015,CAD,1.33
11/17/2015,AUD,1.40
11/17/2015,EUR,0.94
11/17/2015,GBP,0.66
11/18/2015,USD,1.00
11/18/2015,CAD,1.33
11/18/2015,AUD,1.41
11/18/2015,EUR,0.94
11/18/2015,GBP,0.66
11/19/2015,USD,1.00
11/19/2015,CAD,1.33
11/19/2015,AUD,1.40
11/19/2015,EUR,0.94
11/19/2015,GBP,0.65
11/20/2015,USD,1.00
11/20/2015,CAD,1.33
11/20/2015,AUD,1.39
11/20/2015,EUR,0.94
11/20/2015,GBP,0.66
11/21/2015,USD,1.00
11/21/2015,CAD,1.33
11/21/2015,AUD,1.39
11/21/2015,EUR,0.94
11/21/2015,GBP,0.66
11/22/2015,USD,1.00
11/22/2015,CAD,1.33
11/22/2015,AUD,1.39
11/22/2015,EUR,0.94
11/22/2015,GBP,0.66
11/23/2015,USD,1.00
11/23/2015,CAD,1.34
11/23/2015,AUD,1.39
11/23/2015,EUR,0.94
11/23/2015,GBP,0.66
11/24/2015,USD,1.00
11/24/2015,CAD,1.34
11/24/2015,AUD,1.39
11/24/2015,EUR,0.94
11/24/2015,GBP,0.66
11/25/2015,USD,1.00
11/25/2015,CAD,1.33
11/25/2015,AUD,1.38
11/25/2015,EUR,0.94
11/25/2015,GBP,0.66
11/26/2015,USD,1.00
11/26/2015,CAD,1.33
11/26/2015,AUD,1.38
11/26/2015,EUR,0.94
11/26/2015,GBP,0.66
11/27/2015,USD,1.00
11/27/2015,CAD,1.33
11/27/2015,AUD,1.39
11/27/2015,EUR,0.95
11/27/2015,GBP,0.66
11/28/2015,USD,1.00
11/28/2015,CAD,1.33
11/28/2015,AUD,1.39
11/28/2015,EUR,0.95
11/28/2015,GBP,0.66
11/29/2015,USD,1.00
11/29/2015,CAD,1.33
11/29/2015,AUD,1.39
11/29/2015,EUR,0.95
11/29/2015,GBP,0.66
11/30/2015,USD,1.00
11/30/2015,CAD,1.34
11/30/2015,AUD,1.39
11/30/2015,EUR,0.95
11/30/2015,GBP,0.67
12/1/2015,USD,1.00
12/1/2015,CAD,1.33
12/1/2015,AUD,1.37
12/1/2015,EUR,0.94
12/1/2015,GBP,0.66
12/2/2015,USD,1.00
12/2/2015,CAD,1.34
12/2/2015,AUD,1.37
12/2/2015,EUR,0.94
12/2/2015,GBP,0.67
12/3/2015,USD,1.00
12/3/2015,CAD,1.33
12/3/2015,AUD,1.36
12/3/2015,EUR,0.94
12/3/2015,GBP,0.67
12/4/2015,USD,1.00
12/4/2015,CAD,1.33
12/4/2015,AUD,1.37
12/4/2015,EUR,0.92
12/4/2015,GBP,0.66
12/5/2015,USD,1.00
12/5/2015,CAD,1.33
12/5/2015,AUD,1.37
12/5/2015,EUR,0.92
12/5/2015,GBP,0.66
12/6/2015,USD,1.00
12/6/2015,CAD,1.33
12/6/2015,AUD,1.37
12/6/2015,EUR,0.92
12/6/2015,GBP,0.66
12/7/2015,USD,1.00
12/7/2015,CAD,1.35
12/7/2015,AUD,1.37
12/7/2015,EUR,0.93
12/7/2015,GBP,0.66
12/8/2015,USD,1.00
12/8/2015,CAD,1.36
12/8/2015,AUD,1.39
12/8/2015,EUR,0.92
12/8/2015,GBP,0.67
12/9/2015,USD,1.00
12/9/2015,CAD,1.36
12/9/2015,AUD,1.39
12/9/2015,EUR,0.91
12/9/2015,GBP,0.66
12/10/2015,USD,1.00
12/10/2015,CAD,1.35
12/10/2015,AUD,1.37
12/10/2015,EUR,0.91
12/10/2015,GBP,0.66
12/11/2015,USD,1.00
12/11/2015,CAD,1.37
12/11/2015,AUD,1.39
12/11/2015,EUR,0.91
12/11/2015,GBP,0.66
12/12/2015,USD,1.00
12/12/2015,CAD,1.37
12/12/2015,AUD,1.39
12/12/2015,EUR,0.91
12/12/2015,GBP,0.66
12/13/2015,USD,1.00
12/13/2015,CAD,1.37
12/13/2015,AUD,1.39
12/13/2015,EUR,0.91
12/13/2015,GBP,0.66
12/14/2015,USD,1.00
12/14/2015,CAD,1.38
12/14/2015,AUD,1.39
12/14/2015,EUR,0.91
12/14/2015,GBP,0.66
12/15/2015,USD,1.00
12/15/2015,CAD,1.37
12/15/2015,AUD,1.38
12/15/2015,EUR,0.91
12/15/2015,GBP,0.66
12/16/2015,USD,1.00
12/16/2015,CAD,1.38
12/16/2015,AUD,1.39
12/16/2015,EUR,0.91
12/16/2015,GBP,0.67
12/17/2015,USD,1.00
12/17/2015,CAD,1.38
12/17/2015,AUD,1.39
12/17/2015,EUR,0.92
12/17/2015,GBP,0.67
12/18/2015,USD,1.00
12/18/2015,CAD,1.40
12/18/2015,AUD,1.40
12/18/2015,EUR,0.92
12/18/2015,GBP,0.67
12/19/2015,USD,1.00
12/19/2015,CAD,1.40
12/19/2015,AUD,1.40
12/19/2015,EUR,0.92
12/19/2015,GBP,0.67
12/20/2015,USD,1.00
12/20/2015,CAD,1.40
12/20/2015,AUD,1.40
12/20/2015,EUR,0.92
12/20/2015,GBP,0.67
12/21/2015,USD,1.00
12/21/2015,CAD,1.40
12/21/2015,AUD,1.40
12/21/2015,EUR,0.92
12/21/2015,GBP,0.67
12/22/2015,USD,1.00
12/22/2015,CAD,1.39
12/22/2015,AUD,1.38
12/22/2015,EUR,0.91
12/22/2015,GBP,0.67
12/23/2015,USD,1.00
12/23/2015,CAD,1.39
12/23/2015,AUD,1.38
12/23/2015,EUR,0.92
12/23/2015,GBP,0.67
12/24/2015,USD,1.00
12/24/2015,CAD,1.39
12/24/2015,AUD,1.38
12/24/2015,EUR,0.91
12/24/2015,GBP,0.67
12/25/2015,USD,1.00
12/25/2015,CAD,1.39
12/25/2015,AUD,1.38
12/25/2015,EUR,0.91
12/25/2015,GBP,0.67
12/26/2015,USD,1.00
12/26/2015,CAD,1.39
12/26/2015,AUD,1.38
12/26/2015,EUR,0.91
12/26/2015,GBP,0.67
12/27/2015,USD,1.00
12/27/2015,CAD,1.39
12/27/2015,AUD,1.38
12/27/2015,EUR,0.91
12/27/2015,GBP,0.67
12/28/2015,USD,1.00
12/28/2015,CAD,1.39
12/28/2015,AUD,1.38
12/28/2015,EUR,0.91
12/28/2015,GBP,0.67
12/29/2015,USD,1.00
12/29/2015,CAD,1.39
12/29/2015,AUD,1.37
12/29/2015,EUR,0.91
12/29/2015,GBP,0.68
12/30/2015,USD,1.00
12/30/2015,CAD,1.39
12/30/2015,AUD,1.37
12/30/2015,EUR,0.92
12/30/2015,GBP,0.68
12/31/2015,USD,1.00
12/31/2015,CAD,1.39
12/31/2015,AUD,1.37
12/31/2015,EUR,0.92
12/31/2015,GBP,0.67
1/1/2016,USD,1.00
1/1/2016,CAD,1.39
1/1/2016,AUD,1.37
1/1/2016,EUR,0.92
1/1/2016,GBP,0.67
1/2/2016,USD,1.00
1/2/2016,CAD,1.39
1/2/2016,AUD,1.37
1/2/2016,EUR,0.92
1/2/2016,GBP,0.67
1/3/2016,USD,1.00
1/3/2016,CAD,1.39
1/3/2016,AUD,1.37
1/3/2016,EUR,0.92
1/3/2016,GBP,0.67
1/4/2016,USD,1.00
1/4/2016,CAD,1.39
1/4/2016,AUD,1.39
1/4/2016,EUR,0.92
1/4/2016,GBP,0.68
1/5/2016,USD,1.00
1/5/2016,CAD,1.39
1/5/2016,AUD,1.39
1/5/2016,EUR,0.93
1/5/2016,GBP,0.68
1/6/2016,USD,1.00
1/6/2016,CAD,1.41
1/6/2016,AUD,1.41
1/6/2016,EUR,0.93
1/6/2016,GBP,0.68
1/7/2016,USD,1.00
1/7/2016,CAD,1.41
1/7/2016,AUD,1.43
1/7/2016,EUR,0.92
1/7/2016,GBP,0.69
1/8/2016,USD,1.00
1/8/2016,CAD,1.41
1/8/2016,AUD,1.43
1/8/2016,EUR,0.92
1/8/2016,GBP,0.69
1/9/2016,USD,1.00
1/9/2016,CAD,1.41
1/9/2016,AUD,1.43
1/9/2016,EUR,0.92
1/9/2016,GBP,0.69
1/10/2016,USD,1.00
1/10/2016,CAD,1.41
1/10/2016,AUD,1.43
1/10/2016,EUR,0.92
1/10/2016,GBP,0.69
1/11/2016,USD,1.00
1/11/2016,CAD,1.41
1/11/2016,AUD,1.43
1/11/2016,EUR,0.92
1/11/2016,GBP,0.69
1/12/2016,USD,1.00
1/12/2016,CAD,1.42
1/12/2016,AUD,1.43
1/12/2016,EUR,0.92
1/12/2016,GBP,0.69
1/13/2016,USD,1.00
1/13/2016,CAD,1.42
1/13/2016,AUD,1.43
1/13/2016,EUR,0.92
